20230803 23.0000 1.3000 8.3275E+01
20230803 25.0000 1.3000 9.2117E+01
20230803 26.0000 1.3000 9.6890E+01
20230803 24.0000 1.3000 8.7579E+01
20230803 27.0000 1.3000 1.0190E+02
20230803 29.0000 1.3000 1.1261E+02
20230803 30.0000 1.3000 1.1832E+02
20230803 22.0000 1.4000 8.5241E+01
20230803 21.0000 1.4000 8.1498E+01
20230803 28.0000 1.4000 1.1262E+02
20230803 20.0000 1.5000 8.4887E+01
20230803 23.0000 1.4000 8.9218E+01
20230803 29.0000 1.5000 1.2407E+02
20230803 29.0000 1.4000 1.1800E+02
20230803 30.0000 1.4000 1.2361E+02
20230803 24.0000 1.5000 9.9963E+01
20230803 26.0000 1.5000 1.0891E+02
20230803 22.0000 1.5000 9.1957E+01
20230803 25.0000 1.5000 1.0432E+02
20230803 27.0000 1.5000 1.1373E+02
20230803 21.0000 1.5000 8.8305E+01
20230803 23.0000 1.5000 9.5843E+01
20230803 21.0000 1.7000 1.0404E+02
20230803 29.0000 1.6000 1.3085E+02
20230803 30.0000 1.6000 1.3628E+02
20230803 20.0000 1.7000 1.0080E+02
20230803 22.0000 1.7000 1.0751E+02
20230803 23.0000 1.7000 1.1122E+02
20230803 27.0000 1.6000 1.2069E+02
20230803 28.0000 1.5000 1.1878E+02
20230803 21.0000 1.6000 9.5811E+01
20230803 23.0000 1.6000 1.0317E+02
20230803 22.0000 1.6000 9.9373E+01
20230803 24.0000 1.6000 1.0720E+02
20230803 26.0000 1.6000 1.1596E+02
20230803 28.0000 1.6000 1.2566E+02
20230803 28.0000 1.3000 1.0714E+02
20230803 25.0000 1.6000 1.1146E+02
20230803 25.0000 1.4000 9.7876E+01
20230803 24.0000 1.4000 9.3430E+01
20230803 26.0000 1.4000 1.0256E+02
20230803 20.0000 1.4000 7.7989E+01
20230803 27.0000 1.4000 1.0747E+02
20230803 30.0000 1.5000 1.2959E+02
20230803 20.0000 1.6000 9.2483E+01
20230803 24.0000 1.7000 1.1516E+02
20230803 25.0000 1.7000 1.1933E+02
20230803 26.0000 1.7000 1.2374E+02
20230803 27.0000 1.7000 1.2838E+02
20230803 28.0000 1.7000 1.3326E+02
20230803 29.0000 1.7000 1.3837E+02
20230803 30.0000 1.7000 1.4371E+02
20230803 20.0000 1.8000 1.0986E+02
20230803 22.0000 1.8000 1.1640E+02
20230803 21.0000 1.8000 1.1302E+02
20230803 24.0000 1.8000 1.2387E+02
20230803 26.0000 1.8000 1.3228E+02
20230803 28.0000 1.8000 1.4162E+02
20230803 25.0000 1.8000 1.2796E+02
20230803 23.0000 1.8000 1.2002E+02
20230803 27.0000 1.8000 1.3683E+02
20230803 24.0000 1.9000 1.3337E+02
20230803 26.0000 1.9000 1.4160E+02
20230803 27.0000 1.9000 1.4607E+02
20230803 28.0000 1.9000 1.5077E+02
20230803 29.0000 1.9000 1.5570E+02
20230803 25.0000 1.9000 1.3737E+02
20230803 29.0000 1.8000 1.4664E+02
20230803 21.0000 1.9000 1.2277E+02
20230803 30.0000 1.8000 1.5189E+02
20230803 24.0000 2.0000 1.4369E+02
20230803 20.0000 1.9000 1.1970E+02
20230803 23.0000 2.0000 1.4001E+02
20230803 22.0000 1.9000 1.2607E+02
20230803 25.0000 2.0000 1.4760E+02
20230803 23.0000 1.9000 1.2960E+02
20230803 30.0000 1.9000 1.6086E+02
20230803 20.0000 2.0000 1.3036E+02
20230803 28.0000 2.0000 1.6074E+02
20230803 22.0000 2.0000 1.3656E+02
20230803 29.0000 2.0000 1.6558E+02
20230803 21.0000 2.0000 1.3334E+02
20230803 27.0000 2.0000 1.5613E+02
20230803 26.0000 2.0000 1.5175E+02
20230803 30.0000 2.0000 1.7066E+02
